customer_state,customer_city,total_customers,total_orders,avg_orders_per_customer
PR,"sao clemente",1,1,1.00
PR,"sao jorge d'oeste",1,1,1.00
PR,"sao jorge do ivai",1,1,1.00
PR,"sao jorge do oeste",1,1,1.00
PR,"sao jose da boa vista",1,1,1.00
PR,"sao miguel do cambui",1,1,1.00
PR,"sao pedro do iguacu",1,1,1.00
PR,"sao sebastiao da amoreira",1,1,1.00
PR,"sede alvorada",1,1,1.00
PR,"serra dos dourados",1,1,1.00
PR,sulina,1,1,1.00
PR,tamboara,1,1,1.00
PR,tupassi,1,1,1.00
PR,"vila reis",1,1,1.00
PR,vitoria,1,1,1.00
PR,vitorino,1,1,1.00
RJ,bacaxa,1,1,1.00
RJ,"barao de juparana",1,1,1.00
RJ,bemposta,1,1,1.00
RJ,"boa esperanca",1,1,1.00
RJ,"boa ventura",1,1,1.00
RJ,"bom jesus do querendo",1,1,1.00
RJ,cambiasca,1,1,1.00
RJ,conrado,1,1,1.00
RJ,"corrego do ouro",1,1,1.00
RJ,"duas barras",1,1,1.00
RJ,ibitioca,1,1,1.00
RJ,itacurussa,1,1,1.00
RJ,jaguarembe,1,1,1.00
RJ,jamapara,1,1,1.00
RJ,"laje do muriae",1,1,1.00
RJ,lidice,1,1,1.00
RJ,macuco,1,1,1.00
RJ,mussurepe,1,1,1.00
RJ,penedo,1,1,1.00
RJ,piao,1,1,1.00
RJ,portela,1,1,1.00
RJ,pureza,1,1,1.00
RJ,purilandia,1,1,1.00
RJ,"sacra familia do tingua",1,1,1.00
RJ,"santa isabel do rio preto",1,1,1.00
RJ,"santa maria",1,1,1.00
RJ,"santa rita da floresta",1,1,1.00
RJ,"sao joao do paraiso",1,1,1.00
RJ,"sao jose do ribeirao",1,1,1.00
RJ,"sao sebastiao de campos",1,1,1.00
RJ,"sao sebastiao do paraiba",1,1,1.00
RJ,"tres irmaos",1,1,1.00
RJ,"valao do barro",1,1,1.00
RJ,"vargem alegre",1,1,1.00
RN,acari,1,1,1.00
RN,"agua nova",1,1,1.00
RN,"almino afonso",1,1,1.00
RN,angicos,1,1,1.00
RN,"antonio martins",1,1,1.00
RN,barauna,1,1,1.00
RN,bodo,1,1,1.00
RN,"caicara do norte",1,1,1.00
RN,"carnauba dos dantas",1,1,1.00
RN,"coronel joao pessoa",1,1,1.00
RN,"felipe guerra",1,1,1.00
RN,florania,1,1,1.00
RN,"francisco dantas",1,1,1.00
RN,"frutuoso gomes",1,1,1.00
RN,galinhos,1,1,1.00
RN,"governador dix-sept rosado",1,1,1.00
RN,ipueira,1,1,1.00
RN,jandaira,1,1,1.00
RN,janduis,1,1,1.00
RN,japi,1,1,1.00
RN,"jardim de piranhas",1,1,1.00
RN,"jose da penha",1,1,1.00
RN,"lagoa d'anta",1,1,1.00
RN,"lagoa de velhos",1,1,1.00
RN,"lagoa salgada",1,1,1.00
RN,"marcelino vieira",1,1,1.00
RN,"messias targino",1,1,1.00
RN,montanhas,1,1,1.00
RN,"monte alegre",1,1,1.00
RN,"pedra preta",1,1,1.00
RN,"pedro velho",1,1,1.00
RN,"poco de pedra",1,1,1.00
RN,"riacho da cruz",1,1,1.00
RN,"santa maria",1,1,1.00
RN,"santo antonio",1,1,1.00
RN,"sao fernando",1,1,1.00
RN,"sao joao do sabugi",1,1,1.00
RN,"sao jose do campestre",1,1,1.00
RN,"sao jose do serido",1,1,1.00
RN,"sao rafael",1,1,1.00
RN,"sao tome",1,1,1.00
RN,"severiano melo",1,1,1.00
RN,"sitio novo",1,1,1.00
RN,"tenente ananias",1,1,1.00
RN,"tibau do sul",1,1,1.00
RN,"vera cruz",1,1,1.00
RN,vicosa,1,1,1.00
RN,"vila flor",1,1,1.00
RO,"alto paraiso",1,1,1.00
RO,"alvorada d'oeste",1,1,1.00
RO,cabixi,1,1,1.00
RO,cacaulandia,1,1,1.00
RO,"candeias do jamari",1,1,1.00
RO,castanheiras,1,1,1.00
RO,cerejeiras,1,1,1.00
RO,cujubim,1,1,1.00
RO,"ministro andreazza",1,1,1.00
RO,"mirante da serra",1,1,1.00
RO,"mutum parana",1,1,1.00
RR,bonfim,1,1,1.00
RS,"aguas claras",1,1,1.00
RS,agudo,1,1,1.00
RS,alegria,1,1,1.00
RS,"almirante tamandare do sul",1,1,1.00
RS,alpestre,1,1,1.00
RS,"alto alegre",1,1,1.00
RS,"andre da rocha",1,1,1.00
RS,aratiba,1,1,1.00
RS,barao,1,1,1.00
RS,"barao do triunfo",1,1,1.00
RS,"barra do rio azul",1,1,1.00
RS,"boa vista das missoes",1,1,1.00
RS,"boa vista do burica",1,1,1.00
RS,"boa vista do cadeado",1,1,1.00
RS,"boa vista do sul",1,1,1.00
RS,bossoroca,1,1,1.00
RS,"cambara do sul",1,1,1.00
RS,"candido godoi",1,1,1.00
RS,capitao,1,1,1.00
RS,"capivari do sul",1,1,1.00
RS,caseiros,1,1,1.00
RS,cerrito,1,1,1.00
RS,"cerro grande",1,1,1.00
RS,chiapetta,1,1,1.00
RS,ciriaco,1,1,1.00
RS,colinas,1,1,1.00
RS,constantina,1,1,1.00
RS,"coqueiros do sul",1,1,1.00
RS,cotipora,1,1,1.00
RS,"dezesseis de novembro",1,1,1.00
RS,"doutor mauricio cardoso",1,1,1.00
RS,erebango,1,1,1.00
RS,esmeralda,1,1,1.00
RS,"estrela velha",1,1,1.00
RS,"eugenio de castro",1,1,1.00
RS,faxinalzinho,1,1,1.00
RS,"fontoura xavier",1,1,1.00
RS,"fortaleza dos valos",1,1,1.00
RS,garruchos,1,1,1.00
RS,"general camara",1,1,1.00
RS,"gramado dos loureiros",1,1,1.00
RS,"gramado xavier",1,1,1.00
RS,guabiju,1,1,1.00
RS,herveiras,1,1,1.00
RS,"hulha negra",1,1,1.00
RS,ibarama,1,1,1.00
RS,ipiranga,1,1,1.00
RS,"ipiranga do sul",1,1,1.00
RS,itaara,1,1,1.00
RS,"itatiba do sul",1,1,1.00
RS,ivora,1,1,1.00
RS,jacuizinho,1,1,1.00
RS,jacutinga,1,1,1.00
RS,jaquirana,1,1,1.00
RS,"lagoa dos tres cantos",1,1,1.00
RS,lagoao,1,1,1.00
RS,"liberato salzano",1,1,1.00
RS,"lindolfo collor",1,1,1.00
RS,machadinho,1,1,1.00
RS,mampituba,1,1,1.00
RS,maquine,1,1,1.00
RS,"mariano moro",1,1,1.00
RS,"marques de souza",1,1,1.00
RS,mata,1,1,1.00
RS,"minas do leao",1,1,1.00
RS,miraguai,1,1,1.00
RS,"monte alverne",1,1,1.00
RS,"monte belo do sul",1,1,1.00
RS,"monte bonito",1,1,1.00
RS,"morro redondo",1,1,1.00
RS,muliterno,1,1,1.00
RS,"nova araca",1,1,1.00
RS,"nova boa vista",1,1,1.00
RS,"nova brescia",1,1,1.00
RS,"nova padua",1,1,1.00
RS,"nova roma do sul",1,1,1.00
RS,"novo cabrais",1,1,1.00
RS,"novo machado",1,1,1.00
RS,"osvaldo kroeff",1,1,1.00
RS,"padre gonzales",1,1,1.00
RS,"paraiso do sul",1,1,1.00
RS,"pareci novo",1,1,1.00
RS,"pedras altas",1,1,1.00
RS,"picada cafe",1,1,1.00
RS,"pinhal da serra",1,1,1.00
RS,"pinto bandeira",1,1,1.00
RS,piratini,1,1,1.00
RS,"polo petroquimico de triunfo",1,1,1.00
RS,pontao,1,1,1.00
RS,"porto lucena",1,1,1.00
RS,"pouso novo",1,1,1.00
RS,"presidente lucena",1,1,1.00
RS,progresso,1,1,1.00
RS,"rainha do mar",1,1,1.00
RS,"rio dos indios",1,1,1.00
RS,"salvador do sul",1,1,1.00
RS,"santa maria do herval",1,1,1.00
RS,"santo antonio do planalto",1,1,1.00
RS,"santo expedito do sul",1,1,1.00
RS,"sao domingos do sul",1,1,1.00
RS,"sao joao da urtiga",1,1,1.00
RS,"sao jorge",1,1,1.00
RS,"sao jose do inhacora",1,1,1.00
RS,"sao martinho",1,1,1.00
RS,"sao nicolau",1,1,1.00
RS,"sao pedro do butia",1,1,1.00
RS,"sao pedro do sul",1,1,1.00
RS,segredo,1,1,1.00
RS,selbach,1,1,1.00
RS,"senador salgado filho",1,1,1.00
RS,serio,1,1,1.00
RS,"sertao santana",1,1,1.00
RS,"sete de setembro",1,1,1.00
RS,"silveira martins",1,1,1.00
RS,tapera,1,1,1.00
RS,"taquarucu do sul",1,1,1.00
RS,tavares,1,1,1.00
RS,"tiradentes do sul",1,1,1.00
RS,travesseiro,1,1,1.00
RS,"tres forquilhas",1,1,1.00
RS,"uniao da serra",1,1,1.00
RS,unistalda,1,1,1.00
RS,"vale do sol",1,1,1.00
RS,vanini,1,1,1.00
RS,"vespasiano correa",1,1,1.00
RS,"vicente dutra",1,1,1.00
RS,"vila nova do sul",1,1,1.00
RS,"vista alegre",1,1,1.00
RS,"vitoria das missoes",1,1,1.00
SC,"abdon batista",1,1,1.00
SC,agrolandia,1,1,1.00
SC,"agua doce",1,1,1.00
SC,"aguas frias",1,1,1.00
SC,"aguas mornas",1,1,1.00
SC,"alto bela vista",1,1,1.00
SC,angelina,1,1,1.00
SC,"arroio trinta",1,1,1.00
SC,arvoredo,1,1,1.00
SC,atalanta,1,1,1.00
SC,belmonte,1,1,1.00
SC,"bom retiro",1,1,1.00
SC,calmon,1,1,1.00
SC,"caxambu do sul",1,1,1.00
SC,"cerro negro",1,1,1.00
SC,"chapadao do lageado",1,1,1.00
SC,"coronel freitas",1,1,1.00
SC,"dona emma",1,1,1.00
SC,fragosos,1,1,1.00
SC,"frei rogerio",1,1,1.00
SC,galvao,1,1,1.00
SC,guaraciaba,1,1,1.00
SC,iomere,1,1,1.00
SC,"jose boiteux",1,1,1.00
SC,"lajeado grande",1,1,1.00
SC,"lebon regis",1,1,1.00
SC,"leoberto leal",1,1,1.00
SC,"lindoia do sul",1,1,1.00
SC,macieira,1,1,1.00
SC,"monte castelo",1,1,1.00
SC,"morro grande",1,1,1.00
SC,"novo horizonte",1,1,1.00
SC,ouro,1,1,1.00
SC,paial,1,1,1.00
SC,paraiso,1,1,1.00
SC,picarras,1,1,1.00
SC,"ponte alta do norte",1,1,1.00
SC,"presidente castello branco",1,1,1.00
SC,"presidente nereu",1,1,1.00
SC,"rio dos cedros",1,1,1.00
SC,"rio rufino",1,1,1.00
SC,romelandia,1,1,1.00
SC,"santa cruz do timbo",1,1,1.00
SC,"santa rosa do sul",1,1,1.00
SC,"santa terezinha",1,1,1.00
SC,"sao bernardino",1,1,1.00
SC,"sao bonifacio",1,1,1.00
SC,"sao cristovao do sul",1,1,1.00
SC,"sao joao do itaperiu",1,1,1.00
SC,tangara,1,1,1.00
SC,treviso,1,1,1.00
SC,tunapolis,1,1,1.00
SC,"uniao do oeste",1,1,1.00
SC,vargeao,1,1,1.00
SE,aquidaba,1,1,1.00
SE,boquim,1,1,1.00
SE,"brejo grande",1,1,1.00
SE,"campo do brito",1,1,1.00
SE,cristinapolis,1,1,1.00
SE,"general maynard",1,1,1.00
SE,"graccho cardoso",1,1,1.00
SE,indiaroba,1,1,1.00
SE,itabi,1,1,1.00
SE,"itaporanga d'ajuda",1,1,1.00
SE,japaratuba,1,1,1.00
SE,japoata,1,1,1.00
SE,macambira,1,1,1.00
SE,malhador,1,1,1.00
SE,"monte alegre de sergipe",1,1,1.00
SE,neopolis,1,1,1.00
SE,"nossa senhora das dores",1,1,1.00
SE,"nossa senhora de lourdes",1,1,1.00
SE,pinhao,1,1,1.00
SE,pirambu,1,1,1.00
SE,"poco redondo",1,1,1.00
SE,riachuelo,1,1,1.00
SE,ribeiropolis,1,1,1.00
SE,"santo amaro das brotas",1,1,1.00
SE,"sao miguel do aleixo",1,1,1.00
SE,telha,1,1,1.00
SP,agisse,1,1,1.00
SP,ajapi,1,1,1.00
SP,"alfredo marcondes",1,1,1.00
SP,"americo de campos",1,1,1.00
SP,anhembi,1,1,1.00
SP,anhumas,1,1,1.00
SP,"aparecida d'oeste",1,1,1.00
SP,"aparecida de monte alto",1,1,1.00
SP,aramina,1,1,1.00
SP,avai,1,1,1.00
SP,balbinos,1,1,1.00
SP,"bandeirantes d'oeste",1,1,1.00
SP,"barao ataliba nogueira",1,1,1.00
SP,bora,1,1,1.00
SP,boraceia,1,1,1.00
SP,botelho,1,1,1.00
SP,"cassia dos coqueiros",1,1,1.00
SP,cipo-guacu,1,1,1.00
SP,elisiario,1,1,1.00
SP,embauba,1,1,1.00
SP,"engenheiro balduino",1,1,1.00
SP,"estrela d oeste",1,1,1.00
SP,"estrela d'oeste",1,1,1.00
SP,fernao,1,1,1.00
SP,"flora rica",1,1,1.00
